,Title,Location,City,Company,Salary_Range,Salary_Avg,Summary,BOS,CHI,DC,HOU,NY,SF
1005,"Senior Medical Director, Oncology","Redwood City, CA",SF,        AbbVie,141k-160k,150.5,"More than 1,000 AbbVie scientists, clinicians, and product developers with strong entrepreneurial roots work across these three sites....",0.0,0.0,0.0,0.0,0.0,1.0
1006,"Analytics Go-to-Market Account Lead, Consumer Products, West...","San Francisco, CA 94105 (Financial District area)",SF,        Accenture,141k-160k,150.5,"Understanding of analytics roles and responsibilities (e.g., data scientist). Accenture has a team of more than 36,000 digital professionals including technical...",0.0,0.0,0.0,0.0,0.0,1.0
1007,"Principal Architect, Platform","San Francisco, CA",SF,        SocialCode,141k-160k,150.5,"Constructing data pipelines using big data streaming services such as Kafka, AWS Kinesis, or Apache Spark....",0.0,0.0,0.0,0.0,0.0,1.0
1008,"Director Clinical Pharmacology, Non-Oncology","South San Francisco, CA",SF,        Genentech,141k-160k,150.5,"Negotiate with Health Authorities (HA) worldwide regarding clinical pharmacology issues, scientific interpretation and acceptability of the sponsor's data....",0.0,0.0,0.0,0.0,0.0,1.0
1009,Senior Platform Architect,"San Francisco Bay Area, CA",SF,    Stem Inc,141k-160k,150.5,"Collaborate with product managers, data scientists, business users and other engineers to define requirements, design and implement solutions....",0.0,0.0,0.0,0.0,0.0,1.0
1010,"Associate Director/Senior Scientist, Toxicology","Novato, CA 94949",SF,    Ultragenyx Pharmaceutical,141k-160k,150.5,"The Associate Director/Senior Scientist, Toxicology may also have management responsibilities for other scientists and/or technical staff as the group grows....",0.0,0.0,0.0,0.0,0.0,1.0
1011,Senior Software Engineer (Machine Learning),"San Francisco, CA",SF,        Workbridge Associates,141k-160k,150.5,"A San Francisco based apparel company is looking for a Senior Software Engineer to join their predictive analytics group that develops inventory management,",0.0,0.0,0.0,0.0,0.0,1.0
1012,"Associate Director, Global Trade Compliance","San Francisco, CA",SF,    SPS Consulting Group LLC,141k-160k,150.5,Maintain import data in compliance with US Customs reporting requirements. Interact internally and externally at various levels from the shop floor to executive...,0.0,0.0,0.0,0.0,0.0,1.0
1013,Deep Learning / Machine Learning Researcher,"San Francisco, CA",SF,    Enlitic,161k-180k,170.5,"Build maintainable pipelines for deep learning that can handle terabytes of data. As one of the first 20 full-time team members, you will develop Enlitic’s next...",0.0,0.0,0.0,0.0,0.0,1.0
1014,Senior Data Scientist,"San Francisco, CA 94105 (Financial District area)",SF,        Workbridge Associates,161k-180k,170.5,"MS in similar program with 2+ years of experience in Data Scientist or Software Engineer role. Top startup in fashion, online retail, and personal styling has...",0.0,0.0,0.0,0.0,0.0,1.0
1015,Senior Data Scientist - Visual Intelligence,"San Francisco, CA",SF,    Sentient,161k-180k,170.5,We are seeking an exceptional Data Scientist to join our Visual Intelligence platform team and lead our data science projects....,0.0,0.0,0.0,0.0,0.0,1.0
1016,"Data Scientist, Sr","San Francisco, CA",SF,    Arka,161k-180k,170.5,"Data Scientist, Sr. Work within a team of other data scientists to develop prototypes of the algorithm to validate assumptions and outcomes....",0.0,0.0,0.0,0.0,0.0,1.0
1017,Senior Data Engineer - Recommendation Platform,"San Francisco, CA 94103 (South Of Market area)",SF,        Workbridge Associates,161k-180k,170.5,The Senior Data Engineer will be working alongside a team of highly skilled Data Scientists and Infrastructure Engineers to build out the data science...,0.0,0.0,0.0,0.0,0.0,1.0
1018,Director of Data Science & Analytics,"Redwood City, CA",SF,        Poshmark,161k-180k,170.5,"Hands on experience working with Big data, ideally clickstream data in high data volume sectors such as ecommerce, gaming, social network etc....",0.0,0.0,0.0,0.0,0.0,1.0
1019,Senior Data Scientist - Security Experience is Huge,"Redwood City, CA",SF,    Elevate Recruiting Group,161k-180k,170.5,"Through the Our Clients pivotal world-view in the security domain, the Data Scientist will make large-scale and world-shaping impact across diverse sectors...",0.0,0.0,0.0,0.0,0.0,1.0
1020,"Director, Platform Analytics","San Francisco, CA",SF,    Gap Inc. Corporate,161k-180k,170.5,"Responsibilities Platform Analytics and Data Science Strategy • In partnership with Senior Director of Advanced Analytics and Data Science, develop the...",0.0,0.0,0.0,0.0,0.0,1.0
1021,Data Science & Analytics Manager,"Redwood City, CA",SF,        Poshmark,161k-180k,170.5,"Hands on experience working with Big data ideally clickstream data in high data volume sectors such as ecommerce, gaming, social network etc....",0.0,0.0,0.0,0.0,0.0,1.0
1022,Senior Research Engineer (Fraud Detection),"San Mateo, CA",SF,        Workbridge Associates,161k-180k,170.5,3+ years as a Data Scientist required. Mobile data analytics startup in the fraud detection space is looking to bring on a top-notch Research Engineer and Data...,0.0,0.0,0.0,0.0,0.0,1.0
1023,Senior Data Engineer- Algorithms Platform,"San Francisco, CA",SF,        Workbridge Associates,161k-180k,170.5,This group works alongside the algorithms R&D team which enables a data science modeling group of 50-60 Data Scientists....,0.0,0.0,0.0,0.0,0.0,1.0
1024,Health Scientist,"Washington, DC",DC,        U.S. Department of Labor,61k-80k,70.5,"Compiling data, analyzes health and exposure data. Reviewing scientific literature and compiling data to perform quantitative analysis of the data;...",0.0,0.0,1.0,0.0,0.0,0.0
1025,Cloudy/Rainy Satellite Data Assimilation Scientist,"College Park, MD",DC,    AER,61k-80k,70.5,"Atmospheric and Environmental Research (AER) has an opportunity for a satellite data assimilation scientist to support the NOAA-NESDIS activities in cloud-,...",0.0,0.0,1.0,0.0,0.0,0.0
1026,Data Scientist,"Springfield, VA",DC,        General Dynamics Information Technology,61k-80k,70.5,Plans data collection; Data collection and methodologies. Adjusts and weighs raw data; And interprets a wide variety of data....,0.0,0.0,1.0,0.0,0.0,0.0
1027,Counterterrorism Communications Data Scientist,"Washington, DC",DC,        OBXtek,61k-80k,70.5,"OBXtek is staffing for a Counterterrorism Communications Data Scientist to work at the Department of State in Washington, DC to develop and implement a...",0.0,0.0,1.0,0.0,0.0,0.0
1028,Data Scientist Senior Associate,"Washington, DC 20001 (Shaw area)",DC,        PricewaterhouseCoopers LLC,61k-80k,70.5,Data visualization tools. Large scale data processing tools. Compile and present complex information using data visualization tools;...,0.0,0.0,1.0,0.0,0.0,0.0
1029,Research Analyst,"Washington, DC",DC,        The World Bank,61k-80k,70.5,"Field experience with data collection. New data collection on a range of measures of well-being. In particular, the candidate will exhibit the ability to...",0.0,0.0,1.0,0.0,0.0,0.0
1030,Data Analyst,"Fairfax, VA",DC,        ICF International,61k-80k,70.5,"And you’ll have oodles of data to access. Data Analyst, someone who enjoys working directly with clients....",0.0,0.0,1.0,0.0,0.0,0.0
1031,Data Scientist,"McLean, VA",DC,        Leidos,61k-80k,70.5,"Experience with data manipulation, analytic tools, and data visualization. Data Scientists will integrate existing cloud-based and enterprise data sources into...",0.0,0.0,1.0,0.0,0.0,0.0
1032,Research Data Analyst,"Bethesda, MD 20814",DC,        Cystic Fibrosis Foundation,61k-80k,70.5,"Maintain data integrity. Oversee all phases of SAS/SQL/R analytical programming, data management, quality control and reporting of research data....",0.0,0.0,1.0,0.0,0.0,0.0
1033,Sr./Scientist,"Gaithersburg, MD 20878",DC,"    Altimmune, Inc.",61k-80k,70.5,"The Scientist/ Sr. Ability to independently analyze and interpret data, ability to make keen observations regarding data and provide scientific approaches....",0.0,0.0,1.0,0.0,0.0,0.0
1034,Advanced Analytics Data Scientist,"Washington, DC",DC,        IBM Kenexa,61k-80k,70.5,"As an Advanced Analytics Data Scientist, you'll team with some of the best minds in the industry to create innovative world class solutions focused on clients'...",0.0,0.0,1.0,0.0,0.0,0.0
1035,Research Analyst,"Washington, DC",DC,        Centra Technology,61k-80k,70.5,"CENTRA Technology, Inc. has an immediate opening for Research Analyst. U.S. Citizenship and existing TS/SCI Clearance are absolutely required. Required",0.0,0.0,1.0,0.0,0.0,0.0
1036,"Data Analyst, Evaluation and Analysis","Washington, DC",DC,        PCORI,61k-80k,70.5,"Demonstrated data cleaning, data management, and data presentation skills. Knowledge of sampling, data modeling, matching, data mining, and data analytics...",0.0,0.0,1.0,0.0,0.0,0.0
1037,Drinking Water State Revolving Fund Data Analysis,"Washington, DC",DC,        Oak Ridge Associated Universities,61k-80k,70.5,The participant will be trained to design data analyses that link usage of DWSRF funds to public health improvements....,0.0,0.0,1.0,0.0,0.0,0.0
1038,Physical Scientist,"Washington, DC 20591",DC,        Federal Aviation Administration,61k-80k,70.5,"The incumbent serves as a physical scientist within the Safety Analytical Services Division. Modeling, programming, applied statistics, decision analysis, and...",0.0,0.0,1.0,0.0,0.0,0.0
1039,Jr. Data Scientist/ Programmer,"Bethesda, MD 20813",DC,        Leidos,61k-80k,70.5,"Data Scientist/ Programmer to work in Bethesda, MD. Work with NIH data to understand NIH research, disease, conditions (RCDC) categorization needs using natural...",0.0,0.0,1.0,0.0,0.0,0.0
1040,Data Scientist,"McLean, VA",DC,    MDA Information Systems LLC,61k-80k,70.5,"MDA Information Systems LLC has an immediate opening in our McLean, VA location for Data Scientist. All Source Analyst Geospatial Analyst Imagery Analyst UI/UX...",0.0,0.0,1.0,0.0,0.0,0.0
1041,Statistician/Data Scientist-II,"Reston, VA",DC,        SOSi,61k-80k,70.5,Uses data mining for structured and unstructured information to join and explore relationships in disparate data sets....,0.0,0.0,1.0,0.0,0.0,0.0
1042,Advanced Analytics Data Scientist,"Washington, DC 20005 (Logan Circle area)",DC,        IBM,61k-80k,70.5,"As an Advanced Analytics Data Scientist, you'll team with some of the best minds in the industry to create innovative world class solutions focused on clients'...",0.0,0.0,1.0,0.0,0.0,0.0
1043,Drinking Water State Revolving Fund Data Analysis,"Washington, DC",DC,        EPA,61k-80k,70.5,The participant will be trained to design data analyses that link usage of DWSRF funds to public health improvements....,0.0,0.0,1.0,0.0,0.0,0.0
1044,Data Scientist,"Reston, VA",DC,"    PKW Associates, Inc",61k-80k,70.5,We have an immediate need for a Data Scientist who will:. BA/BS degree with 1-5+ years of data analytics and report writing experience....,0.0,0.0,1.0,0.0,0.0,0.0
1045,"Analyst, Research (Geospatial)","Washington, DC",DC,        JLL,61k-80k,70.5,"Map creation, implementation, integration with other data visualization/graphics tools. Create, maintain, store and retrieve data layers used as components of...",0.0,0.0,1.0,0.0,0.0,0.0
1046,FEMA Research Analyst,"Washington, DC",DC,        Centra Technology,61k-80k,70.5,"Experience with the following data analysis tools is desired:. Knowledge or experience working with data relating to economic/financial analysis, military...",0.0,0.0,1.0,0.0,0.0,0.0
1047,Statistical Regression Analyst,"Arlington, VA 22202 (Aurora Highlands area)",DC,        Technology Service Corporation,61k-80k,70.5,"Government, contractor, and documented data reserves to generate tailored information. Ability to search government and commercial sources of data focused on...",0.0,0.0,1.0,0.0,0.0,0.0
1048,Research Data Scientist,"Washington, DC 20001 (Shaw area)",DC,        National Association of REALTORS,61k-80k,70.5,"Research Data Scientist. The Research Data Scientist will be responsible for performing analyses and modeling of data, creating and managing large data sets and...",0.0,0.0,1.0,0.0,0.0,0.0
1049,Operations Research/Systems Analyst (ORSA),"Washington, DC",DC,    Management Analysis Technologies Inc.,61k-80k,70.5,MAT Inc. has an immediate opening for an Operations Research/Systems Analyst (ORSA) who applies quantitative and qualitative analysis to the decision making,0.0,0.0,1.0,0.0,0.0,0.0
1050,Data Scientist Intern - Virginia Tech,"McLean, VA",DC,        Capital One,61k-80k,70.5,Integrate internal data with external data sources and APIs to discover actionable insights. Experience or course work with large scale data analysis....,0.0,0.0,1.0,0.0,0.0,0.0
1051,Machine Learning/Data Mining Adjunct Professor,"Washington, DC",DC,    George Washington University,61k-80k,70.5,Columbian College of Arts and Science's Data Science Master's program is in need of a instructor in the field of Machine Learning with a focus on managing big...,0.0,0.0,1.0,0.0,0.0,0.0
